BuildingName;BuildingType;Latitude;Longitude;Neighborhood;YearBuilt;EPAPropertyType;LargestPropertyUseType;ComplianceStatus;ComplianceIssue
AURORA ACRES BUILDING (RETAIL PLAZA);NonResidential;47.7249;-122.34332;NORTHWEST;1967;Retail Store;Retail Store;Compliant;No Issue
SPROUTS FARMER'S MARKET;NonResidential;47.72371;-122.34293;NORTHWEST;1997;Supermarket/Grocery Store;Supermarket/Grocery Store;Compliant;No Issue
THE BURKE BLDG;NonResidential;47.65086;-122.35412;LAKE UNION;1988;Office;Office;Compliant;No Issue
THE EVANSTON BUILDING;NonResidential;47.64963;-122.35158;LAKE UNION;2000;Office;Office;Compliant;No Issue
ADOBE BUILDING-801-N 34 ST.;NonResidential;47.64822;-122.34848;LAKE UNION;1999;Office;Office;Compliant;No Issue
FREMONT LAKE UNION CENTER - PLAZA BLDG;NonResidential;47.64882;-122.34905;LAKE UNION;1999;Parking;Parking;Compliant;No Issue
SEATTLE ART MUSEUM;NonResidential;47.6074;-122.33777;DOWNTOWN;1991;Mixed Use Property;Museum;Compliant;No Issue
GEORGETOWN SQUARED;NonResidential;47.55238;-122.32762;GREATER DUWAMISH;1982;Office;Office;Not Compliant;Account Requires Verification
NORTHWEST CORPORATE PARK DISTRIBUTION WAREHOUSE;NonResidential;47.54983;-122.32858;GREATER DUWAMISH;1967;Non-Refrigerated Warehouse;Non-Refrigerated Warehouse;Compliant;No Issue
BEDROSIANS TILE & STONE;NonResidential;47.55032;-122.32614;GREATER DUWAMISH;1966;Other;Other;Compliant;No Issue
BALLARD BUILDING;NonResidential;47.66891;-122.38528;BALLARD;1925;Office;Office;Compliant;No Issue
Ballard Warehouse;NonResidential;47.66724;-122.38553;BALLARD;1941;Non-Refrigerated Warehouse;Non-Refrigerated Warehouse;Compliant;No Issue
BALLARD BLOCK I - 1416 NW 4TH ST;NonResidential;47.66233;-122.3748;BALLARD;2008;Parking;Parking;Compliant;No Issue
BALLARD BLOCK I - 4609 14th AVE NW;NonResidential;47.66242;-122.374;BALLARD;2008;Retail Store;Retail Store;Compliant;No Issue
PUBLIC STORAGE (STORE 8168);NonResidential;47.64676;-122.37581;MAGNOLIA / QUEEN ANNE;1988;Self-Storage Facility;Self-Storage Facility;Compliant;No Issue
CUBESMART;NonResidential;47.65567;-122.37478;MAGNOLIA / QUEEN ANNE;1997;Self-Storage Facility;Self-Storage Facility;Compliant;No Issue
MAGNOLIA SELF STORAGE;NonResidential;47.63634;-122.3754;MAGNOLIA / QUEEN ANNE;1956;Self-Storage Facility;Self-Storage Facility;Compliant;No Issue
5TH & JACKSON BUILDING;NonResidential;47.59963;-122.32796;DOWNTOWN;2002;Office;Office;Compliant;No Issue
UNIVERSITY CENTER;NonResidential;47.66178;-122.31812;NORTHEAST;1987;Retail Store;Retail Store;Not Compliant;Account Requires Verification
NWCP BLDG K;NonResidential;47.54769;-122.3251;GREATER DUWAMISH;1966;Non-Refrigerated Warehouse;Non-Refrigerated Warehouse;Compliant;No Issue
SEATTLE DISTRIBUTION CENTER BLDG A;NonResidential;47.54187;-122.32714;GREATER DUWAMISH;1967;Distribution Center;Distribution Center;Compliant;No Issue
SEATTLE DISTRIBUTION CENTER BLDG B;NonResidential;47.5422;-122.32908;GREATER DUWAMISH;1967;Distribution Center;Distribution Center;Compliant;No Issue
NWCP BLDG A;NonResidential;47.54853;-122.32814;GREATER DUWAMISH;1966;Non-Refrigerated Warehouse;Non-Refrigerated Warehouse;Compliant;No Issue
NWCP BLDG B;NonResidential;47.54912;-122.32819;GREATER DUWAMISH;1966;Non-Refrigerated Warehouse;Non-Refrigerated Warehouse;Compliant;No Issue
RESOURCE CENTER;NonResidential;47.54965;-122.3278;GREATER DUWAMISH;1964;Office;Office;Compliant;No Issue
400 MERCER STREET OFFICE BUILDING;NonResidential;47.62476;-122.34843;MAGNOLIA / QUEEN ANNE;1987;Office;Office;Compliant;No Issue
RICHMARK PRINTING;NonResidential;47.61552;-122.31744;EAST;1927;Mixed Use Property;Manufacturing/Industrial Plant;Compliant;No Issue
SOUTH SEATTLE DISTRIBUTION CENTER- 3800;NonResidential;47.5701;-122.33342;GREATER DUWAMISH;1968;Refrigerated Warehouse;Refrigerated Warehouse;Compliant;No Issue
SOUTH SEATTLE DISTRIBUTION CENTER- 3844;NonResidential;47.56874;-122.33303;GREATER DUWAMISH;1949;Refrigerated Warehouse;Refrigerated Warehouse;Compliant;No Issue
SOUTH SEATTLE DISTRIBUTION CENTER- 3601;NonResidential;47.57023;-122.33241;GREATER DUWAMISH;1980;Non-Refrigerated Warehouse;Non-Refrigerated Warehouse;Compliant;No Issue
Charlie's Produce & Catering (Terminal);NonResidential;47.56637;-122.33273;GREATER DUWAMISH;1953;Refrigerated Warehouse;Refrigerated Warehouse;Compliant;No Issue
QFC & DOLLAR STORE;NonResidential;47.73315;-122.3105;NORTH;1980;Supermarket/Grocery Store;Supermarket/Grocery Store;Compliant;No Issue
YALE & THOMAS;NonResidential;47.62151;-122.32941;LAKE UNION;1981;Office;Office;Compliant;No Issue
ALLEY 24 EAST;NonResidential;47.62029;-122.33078;LAKE UNION;2005;Office;Office;Compliant;No Issue
REI - SEATTLE;NonResidential;47.62;-122.33027;LAKE UNION;1996;Parking;Parking;Compliant;No Issue
1130 BUILDING DARIGOLD HQ;NonResidential;47.59285;-122.30874;CENTRAL;1914;Office;Office;Compliant;No Issue
900 POPLAR BUILDING;NonResidential;47.59388;-122.31124;GREATER DUWAMISH;1970;Other;Other;Not Compliant;Missing EUI, Incomplete Natural Gas Data
NORTHCUT LANDING (PARENT PROPERTY);NonResidential;47.66517;-122.30186;NORTHEAST;2006;Medical Office;Medical Office;Compliant;No Issue
CENTURYLINK: EAST CO;NonResidential;47.6144;-122.30982;CENTRAL;1926;Other;Other;Compliant;No Issue
K2 and IRON MOUNTAIN (SEATTLE 4);NonResidential;47.56407;-122.32765;GREATER DUWAMISH;1991;Non-Refrigerated Warehouse;Non-Refrigerated Warehouse;Compliant;No Issue
PACIFIC TOWER;NonResidential;47.5928;-122.31599;GREATER DUWAMISH;1932;Mixed Use Property;Office;Compliant;No Issue
NORTHWEST BLDG;NonResidential;47.64037;-122.32626;LAKE UNION;1978;Office;Office;Not Compliant;Default Data
NORTHWEST CENTER INDUSTRIES;NonResidential;47.53687;-122.33316;GREATER DUWAMISH;1989;Distribution Center;Distribution Center;Compliant;No Issue
BRIGHT HORIZONS;NonResidential;47.62405;-122.33084;LAKE UNION;1928;Mixed Use Property;Office;Compliant;No Issue
EASTLAKE & ROY - YALE CAMPUS;NonResidential;47.62488;-122.33007;LAKE UNION;1990;Office;Office;Compliant;No Issue
NORTHWAY SQUARE EAST;NonResidential;47.70744;-122.33171;NORTHWEST;1974;Medical Office;Medical Office;Compliant;No Issue
NORTHWAY WEST BUILDING;NonResidential;47.70732;-122.33279;NORTHWEST;1981;Office;Office;Compliant;No Issue
PACIFIC PLUMBING SUPPLY;NonResidential;47.53926;-122.34143;DELRIDGE NEIGHBORHOODS;1976;Distribution Center;Distribution Center;Compliant;No Issue
JONES STEVEDORING;NonResidential;47.53689;-122.33847;DELRIDGE NEIGHBORHOODS;1968;Non-Refrigerated Warehouse;Non-Refrigerated Warehouse;Compliant;No Issue
PEMCO;NonResidential;47.63116;-122.34193;MAGNOLIA / QUEEN ANNE;1986;Office;Office;Compliant;No Issue
MERIDIAN MEDICAL PAVILION;NonResidential;47.70887;-122.33494;NORTHWEST;2005;Medical Office;Medical Office;Compliant;No Issue
MCMURRAY MEDICAL BUILDING;NonResidential;47.7126;-122.33782;NORTHWEST;2005;Medical Office;Medical Office;Compliant;No Issue
IRON MOUNTAIN;NonResidential;47.69814;-122.34295;NORTHWEST;1948;Non-Refrigerated Warehouse;Non-Refrigerated Warehouse;Compliant;No Issue
424 S CLOVERDALE ST;NonResidential;47.52696;-122.32913;GREATER DUWAMISH;1980;Other;Other;Not Compliant;Missing EUI or Utility Data
NORTHWEST OUTPATIENT MEDICAL CENTER;NonResidential;47.70449;-122.33272;NORTHWEST;1961;Medical Office;Medical Office;Compliant;No Issue
1616 EASTLAKE BUILDING;NonResidential;47.63456;-122.32454;LAKE UNION;2002;Mixed Use Property;Parking;Compliant;No Issue
MERCER/YALE BLDG - 1260 MERCER;NonResidential;47.6244;-122.33157;LAKE UNION;2000;Office;Office;Compliant;No Issue
4727 BUILDING;NonResidential;47.56089;-122.33474;GREATER DUWAMISH;1969;Non-Refrigerated Warehouse;Non-Refrigerated Warehouse;Not Compliant;Missing EUI, Incomplete Natural Gas Data
CENTURYLINK: SEATTLE 1ST AVE GARAGE;NonResidential;47.55787;-122.335;GREATER DUWAMISH;2000;;;Not Compliant;Portfolio Manager Not Connected to the City of Seattle
McKinstry 220 South Dawson;NonResidential;47.5563;-122.33186;GREATER DUWAMISH;1948;Office;Office;Compliant;No Issue
IRIDIO - (OLD WESTERN CARTAGE);NonResidential;47.55623;-122.33316;GREATER DUWAMISH;1938;Office;Office;Not Compliant;Missing EUI, Incomplete Natural Gas Data
635 ELLIOTT - SOUTH BUILDING;NonResidential;47.6252;-122.36737;MAGNOLIA / QUEEN ANNE;2009;Office;Office;Compliant;No Issue
CASCADE DESIGNS INC (Baja);NonResidential;47.56549;-122.33221;GREATER DUWAMISH;1957;;;Not Compliant;Portfolio Manager Not Connected to the City of Seattle
Uwajimaya (Seattle 5);NonResidential;47.56158;-122.32754;GREATER DUWAMISH;1971;Non-Refrigerated Warehouse;Non-Refrigerated Warehouse;Compliant;No Issue
MERLINO FOODS;NonResidential;47.56558;-122.32889;GREATER DUWAMISH;1956;Non-Refrigerated Warehouse;Non-Refrigerated Warehouse;Compliant;No Issue
WALLINGFORD CENTER;NonResidential;47.66113;-122.33572;LAKE UNION;1904;;;Not Compliant;Portfolio Manager Not Connected to the City of Seattle
GILEAD SCIENCES BLDG. (ALEXANDRIA R.E.)  ECON. UNI;NonResidential;47.63465;-122.32592;LAKE UNION;2008;Mixed Use Property;Office;Compliant;No Issue
1201 EASTLAKE AVE E (ZymoGenetics);NonResidential;47.63108;-122.32746;LAKE UNION;1920;Laboratory;Laboratory;Compliant;No Issue
AGC BUILDING & BANK;NonResidential;47.63;-122.3396;LAKE UNION;1971;Office;Office;Compliant;No Issue
LAKE UNION BUILDING;NonResidential;47.63376;-122.33968;LAKE UNION;1970;Office;Office;Compliant;No Issue
NWCP BLDG U;NonResidential;47.55515;-122.3275;GREATER DUWAMISH;1974;Non-Refrigerated Warehouse;Non-Refrigerated Warehouse;Compliant;No Issue
SAFEWAY 1965;NonResidential;47.52095;-122.26825;SOUTHEAST;2002;Supermarket/Grocery Store;Supermarket/Grocery Store;Compliant;No Issue
MERRILL PLACE HAMBACH - SELLER BUILDING;NonResidential;47.59878;-122.33458;DOWNTOWN;1913;Office;Office;Compliant;No Issue
HERITAGE BUILDING;NonResidential;47.59895;-122.33379;DOWNTOWN;1904;Office;Office;Compliant;No Issue
RAILSPUR (FX MCRORY'S) BUILDING;NonResidential;47.59855;-122.33327;DOWNTOWN;1906;;;Not Compliant;Portfolio Manager Not Connected to the City of Seattle
GLOBE BUILDING;NonResidential;47.59979;-122.3338;DOWNTOWN;1900;Office;Office;Compliant;No Issue
GRAND CENTRAL BUILDING;NonResidential;47.60035;-122.33379;DOWNTOWN;1900;Office;Office;Compliant;No Issue
INTERURBAN BUILDING (OLD SMITH TOWER ANNEX BUILDING);NonResidential;47.60146;-122.33248;DOWNTOWN;1900;Office;Office;Compliant;No Issue
OCCIDENTAL MALL;NonResidential;47.59962;-122.33247;DOWNTOWN;1900;Office;Office;Compliant;No Issue
COURT IN THE SQUARE (Goldsmith & Northcoast);NonResidential;47.59858;-122.33198;DOWNTOWN;1907;Office;Office;Compliant;No Issue
PACIFIC COMMERCIAL BUILDING;NonResidential;47.60022;-122.33127;DOWNTOWN;1900;Office;Office;Compliant;No Issue
PREFONTAINE BUILDING;NonResidential;47.60159;-122.32915;DOWNTOWN;1909;Office;Office;Compliant;No Issue
KING STREET STATION-BNRR/AMTRAK;Nonresidential COS;47.59871;-122.3299;DOWNTOWN;1906;Transportation Terminal/Station;Transportation Terminal/Station;Compliant;No Issue
PACIFIC OFFICE AUTOMATION (ROMAC INDUSTRIES WHSE);NonResidential;47.59334;-122.32905;GREATER DUWAMISH;1910;Mixed Use Property;Office;Not Compliant;Missing EUI, Incomplete Natural Gas Data
PACIFIC GALLERIES ANTIQUE MALL;NonResidential;47.57941;-122.33131;GREATER DUWAMISH;1953;Mixed Use Property;Non-Refrigerated Warehouse;Compliant;No Issue
HULLIN TRANSFER BUILDING;NonResidential;47.57658;-122.33054;GREATER DUWAMISH;1962;;;Not Compliant;Portfolio Manager Not Connected to the City of Seattle
OCCIDENTAL WAREHOUSE;NonResidential;47.58444;-122.33282;GREATER DUWAMISH;1941;Non-Refrigerated Warehouse;Non-Refrigerated Warehouse;Compliant;No Issue
2200 1ST AVE S;NonResidential;47.58361;-122.33369;GREATER DUWAMISH;1900;Office;Office;Compliant;No Issue
UNITED WAREHOUSE CO;NonResidential;47.58781;-122.33264;GREATER DUWAMISH;1954;Non-Refrigerated Warehouse;Non-Refrigerated Warehouse;Compliant;No Issue
ROEBLING BLDG;NonResidential;47.59486;-122.33368;GREATER DUWAMISH;1904;Office;Office;Not Compliant;Missing EUI, Incomplete Natural Gas Data
PALMER BLDG;NonResidential;47.59403;-122.33367;GREATER DUWAMISH;1910;Office;Office;Compliant;No Issue
1016 1ST AVE BLDG;NonResidential;47.59363;-122.33371;GREATER DUWAMISH;1907;Office;Office;Compliant;No Issue
THE REEDO BUILDING;NonResidential;47.59701;-122.33378;DOWNTOWN;1904;Office;Office;Compliant;No Issue
PROVIDENT BUILDING;NonResidential;47.59639;-122.33368;DOWNTOWN;1909;Office;Office;Compliant;No Issue
83 KING STREET;NonResidential;47.59806;-122.33475;DOWNTOWN;1904;Office;Office;Compliant;No Issue
505 FIRST AVENUE BUILDING;NonResidential;47.59767;-122.33467;DOWNTOWN;2009;Office;Office;Compliant;No Issue
1201 BUILDING;NonResidential;47.59202;-122.33486;GREATER DUWAMISH;1914;Office;Office;Compliant;No Issue
STADIUM INNOVATION CENTER;NonResidential;47.58924;-122.33566;GREATER DUWAMISH;2009;Mixed Use Property;Office;Compliant;No Issue
OUTDOOR RESEARCH;NonResidential;47.58365;-122.33467;GREATER DUWAMISH;1926;Non-Refrigerated Warehouse;Non-Refrigerated Warehouse;Compliant;No Issue
GREEN ROOM;NonResidential;47.58252;-122.33465;GREATER DUWAMISH;1930;Office;Office;Compliant;No Issue
STARBUCKS (SODO) CENTER - Campus;Campus;47.58181;-122.33534;GREATER DUWAMISH;1912;Office;Office;Compliant;No Issue
HOME DEPOT - Sodo;NonResidential;47.57842;-122.33558;GREATER DUWAMISH;1993;Retail Store;Retail Store;Compliant;No Issue
INscape ARTS BUILDING;NonResidential;47.59503;-122.32704;GREATER DUWAMISH;1930;Office;Office;Compliant;No Issue
45TH STREET PLAZA;NonResidential;47.66158;-122.31625;NORTHEAST;2001;Office;Office;Not Compliant;Missing EUI, Incomplete Natural Gas Data
BIOMED FAIRVIEW RESEARCH CENTER;NonResidential;47.62395;-122.33392;LAKE UNION;2008;Mixed Use Property;Laboratory;Compliant;No Issue
WEST SEATTLE CORPORATE CENTER;NonResidential;47.56787;-122.36419;DELRIDGE NEIGHBORHOODS;1991;Office;Office;Compliant;No Issue
AIRPORT WAY SOUTH;NonResidential;47.56664;-122.32346;GREATER DUWAMISH;1973;Retail Store;Retail Store;Compliant;No Issue
TASHIRO-KAPLAN BUILDING CONDO/MIXED USE;Multifamily MR (5-9);47.60138;-122.32997;DOWNTOWN;2002;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
ARNOLD PAVILLION;NonResidential;47.60979;-122.32298;EAST;2004;Medical Office;Medical Office;Compliant;No Issue
2200 WESTLAKE;NonResidential;47.61783;-122.33729;DOWNTOWN;2006;Mixed Use Property;Parking;Compliant;No Issue
505 UNION STATION;NonResidential;47.59865;-122.32854;DOWNTOWN;2000;Office;Office;Compliant;No Issue
RUSSELL INVESTMENTS CENTER;NonResidential;47.6074;-122.33777;DOWNTOWN;2005;Office;Office;Compliant;No Issue
1505 5TH AVE;NonResidential;47.61077;-122.3361;DOWNTOWN;1926;Office;Office;Compliant;No Issue
NORDSTROM ELMER J MEDICAL TOWER CONDOMINIUM;NonResidential;47.61002;-122.32222;EAST;1985;Medical Office;Medical Office;Compliant;No Issue
JEFFERSON TOWER;NonResidential;47.60649;-122.31121;CENTRAL;1987;Medical Office;Medical Office;Compliant;No Issue
HOME DEPOT;NonResidential;47.53655;-122.36377;DELRIDGE NEIGHBORHOODS;2005;Retail Store;Retail Store;Compliant;No Issue
7TH & MADISON OFFICE BLDG. -(THE POLYCLINIC);NonResidential;47.60707;-122.3288;EAST;2008;Urgent Care/Clinic/Other Outpatient;Urgent Care/Clinic/Other Outpatient;Compliant;No Issue
HARBORVIEW MEDICAL CENTER - Ninth & Jefferson Bldg;NonResidential;47.60536;-122.32405;EAST;2010;Medical Office;Medical Office;Compliant;No Issue
CABRINI MEDICAL TOWER;NonResidential;47.60883;-122.32494;EAST;1973;Medical Office;Medical Office;Compliant;No Issue
COLMAN BUILDING;NonResidential;47.60353;-122.33558;DOWNTOWN;1900;Office;Office;Compliant;No Issue
MUTUAL LIFE BUILDING;NonResidential;47.60197;-122.33437;DOWNTOWN;1900;Office;Office;Compliant;No Issue
RDA BUILDING;NonResidential;47.59554;-122.32471;GREATER DUWAMISH;1925;Office;Office;Not Compliant;Missing EUI, Incomplete Natural Gas Data
1633 WESTLAKE BUILDING;NonResidential;47.63347;-122.34078;MAGNOLIA / QUEEN ANNE;2000;Office;Office;Compliant;No Issue
WEST SEATTLE HEALTH CLUB;NonResidential;47.56797;-122.36711;DELRIDGE NEIGHBORHOODS;2001;Fitness Center/Health Club/Gym;Fitness Center/Health Club/Gym;Compliant;No Issue
RAINIER SQUARE PLAZA;NonResidential;47.56919;-122.28979;SOUTHEAST;1994;Strip Mall;Strip Mall;Compliant;No Issue
LEGACY CENTRE & ARBOR PLACE CONDO;Multifamily HR (10+);47.61534;-122.34844;DOWNTOWN;1989;Multifamily HR (10+);Multifamily Housing;Compliant;No Issue
818 STEWART;NonResidential;47.61567;-122.33503;DOWNTOWN;2008;Office;Office;Compliant;No Issue
FREMONT VILLAGE SQUARE-redevelopment;NonResidential;47.65184;-122.35043;LAKE UNION;1996;Mixed Use Property;Office;Compliant;No Issue
INTERNATIONAL DISTRICT VILLAGE SQUARE 2;Multifamily MR (5-9);47.59625;-122.32283;DOWNTOWN;2002;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
MARKETPLACE AT QUEEN ANNE SHOPPING CENTER;NonResidential;47.62476;-122.35521;MAGNOLIA / QUEEN ANNE;1994;Supermarket/Grocery Store;Supermarket/Grocery Store;Compliant;No Issue
ONE CONVENTION PLACE;NonResidential;47.6115;-122.33278;DOWNTOWN;2001;Office;Office;Compliant;No Issue
OLYMPIC TOWER CONDOMINIUMS;NonResidential;47.6103;-122.33879;DOWNTOWN;1929;Office;Office;Not Compliant;Missing EUI, Incomplete Natural Gas Data
2323 ELLIOTT - PARKING & OFFICE;NonResidential;47.61234;-122.34897;DOWNTOWN;1983;Office;Office;Compliant;No Issue
QUEEN ANNE SQUARE EAST;NonResidential;47.62497;-122.35965;MAGNOLIA / QUEEN ANNE;1982;Office;Office;Compliant;No Issue
Rainier Brewery (Rainier Commons);NonResidential;47.57654;-122.32047;GREATER DUWAMISH;2007;Office;Office;Not Compliant;Missing EUI, Incomplete Natural Gas Data
FINISHING TRADES INSTITUTE NW (ALLIED TRADES DUWAMISH);Campus;47.54193;-122.32404;GREATER DUWAMISH;2007;College/University;College/University;Compliant;No Issue
SALMON BAY WATERWAY;NonResidential;47.65692;-122.37059;MAGNOLIA / QUEEN ANNE;1978;Manufacturing/Industrial Plant;Manufacturing/Industrial Plant;Compliant;No Issue
WHOLE FOODS INTERBAY;NonResidential;47.63718;-122.37734;MAGNOLIA / QUEEN ANNE;2008;Supermarket/Grocery Store;Supermarket/Grocery Store;Compliant;No Issue
STAPLES BUILDING;NonResidential;47.63284;-122.37712;MAGNOLIA / QUEEN ANNE;1978;Retail Store;Retail Store;Compliant;No Issue
THE END OF ELLIOTT COMPLEX;NonResidential;47.63156;-122.37551;MAGNOLIA / QUEEN ANNE;1937;Office;Office;Compliant;No Issue
ELLIOTT WEST BLDG 3 - CELL THEREPEUTICS/ADMIN. OFF;NonResidential;47.62302;-122.36476;MAGNOLIA / QUEEN ANNE;2000;Office;Office;Compliant;No Issue
CLEAR CHANNEL (ACKERLY)- BLDG 1;NonResidential;47.62175;-122.36313;MAGNOLIA / QUEEN ANNE;2000;Office;Office;Not Compliant;Account Requires Verification
333 ELLIOTT;NonResidential;47.62101;-122.36188;MAGNOLIA / QUEEN ANNE;2008;Office;Office;Compliant;No Issue
SEATTLE POST INTELLIGENCER;NonResidential;47.61896;-122.35937;MAGNOLIA / QUEEN ANNE;1986;Office;Office;Compliant;No Issue
3131 ELLIOTT BLDG;NonResidential;47.61813;-122.35833;DOWNTOWN;1986;Office;Office;Compliant;No Issue
PIER 69;NonResidential;47.614;-122.35375;DOWNTOWN;1993;Office;Office;Compliant;No Issue
WORLD TRADE CENTER NORTH;NonResidential;47.61287;-122.35022;DOWNTOWN;2000;Office;Office;Compliant;No Issue
PUBLIC STORAGE (STORE 8495);NonResidential;47.60703;-122.34038;DOWNTOWN;1912;Self-Storage Facility;Self-Storage Facility;Compliant;No Issue
51 UNIVERSITY (SCHWABACHER BLDG.);NonResidential;47.60604;-122.33948;DOWNTOWN;1918;Office;Office;Compliant;No Issue
NATIONAL BUILDING;NonResidential;47.6047;-122.33739;DOWNTOWN;1905;Office;Office;Compliant;No Issue
MARITIME BUILDING;NonResidential;47.60378;-122.33741;DOWNTOWN;1911;Office;Office;Compliant;No Issue
POLSON BUILDING;NonResidential;47.60247;-122.33621;DOWNTOWN;1910;Office;Office;Compliant;No Issue
WESTERN BUILDING;NonResidential;47.60223;-122.33602;DOWNTOWN;1910;Office;Office;Compliant;No Issue
Airport Way Ctr - Bldg C;Nonresidential COS;47.5829;-122.32417;GREATER DUWAMISH;1985;Non-Refrigerated Warehouse;Non-Refrigerated Warehouse;Compliant;No Issue
HOLGATE CENTER;NonResidential;47.58716;-122.32214;GREATER DUWAMISH;1951;Mixed Use Property;Office;Compliant;No Issue
MACMILLAN-PIPER EYRES WAREHOUSE;NonResidential;47.58685;-122.32501;GREATER DUWAMISH;1960;Distribution Center;Distribution Center;Not Compliant;Account Requires Verification
6TH & HOLGATE BUILDING;NonResidential;47.58553;-122.32511;GREATER DUWAMISH;1951;Non-Refrigerated Warehouse;Non-Refrigerated Warehouse;Not Compliant;Missing EUI, Incomplete Natural Gas Data
INDUSTRIAL TRANSFER WHSE;NonResidential;47.58042;-122.32552;GREATER DUWAMISH;1951;Distribution Center;Distribution Center;Compliant;No Issue
NORTH COAST ELECTRIC ETC;NonResidential;47.58096;-122.32313;GREATER DUWAMISH;1970;Non-Refrigerated Warehouse;Non-Refrigerated Warehouse;Not Compliant;Missing EUI, Incomplete Natural Gas Data
